latitude,longitude,rsrp,rsrq,sinr,download_mbps,upload_mbps,latency_ms,quality_score,quality
14.756424433143305,-17.49179799411781,-99.40029346339506,-13.489102716115811,8.077428646334447,66.62048411200281,10.26901269924855,86.25265419073503,0.3926183238873474,Mauvaise
14.731075434662493,-17.472461461611058,-67.71071314745461,-12.3719007687497,6.651923368099114,104.17766477146841,27.0090397791982,69.68805446830028,0.6138222314912506,Moyenne
14.774485319086258,-17.43644958617436,-79.74033320037272,-7.036336495169476,1.1653869376001023,66.2281899566326,19.600567026895675,81.75962709787808,0.5123482371659871,Moyenne
14.76759025654059,-17.360588155258277,-87.07378336916298,-14.23993859516151,16.25433345355208,91.46738456774114,24.214348681396668,74.44656573887667,0.5546145449403646,Moyenne
14.669647835587021,-17.429976448006375,-111.41897477566599,-6.824904412629602,11.681845617802011,35.547162371366234,18.284898235436085,108.21422925786682,0.38364463587326697,Mauvaise
14.655531860698938,-17.520524361643922,-111.42030138150885,-17.76611796632632,25.299534731340128,62.250716234463994,24.177261202283837,75.03253983184364,0.43195784145780053,Moyenne
14.701882315445317,-17.5486007629047,-116.80540133074904,-8.12482187907917,-3.876164683127961,3.143960909643059,1.4527517779260295,101.23776094174414,0.17922984365818553,Mauvaise
14.717870332246424,-17.379802428898266,-72.36031198237856,-7.134333137233691,17.535377464429423,105.22838875857612,27.538518909769227,58.20457911590114,0.746570702971871,Bonne
14.717024179978432,-17.477134915326772,-86.93867435412352,-16.454552860277257,21.703210747904638,90.05924371386146,29.645906956454034,59.74659479752978,0.58671999551754,Moyenne
14.667433944810238,-17.487006812072035,-81.0560082212175,-12.975148546789194,21.582029921590745,111.52317291010328,30.388191900500875,55.68434164840157,0.6792200024289714,Moyenne
14.6662262661801,-17.389853775411524,-118.86785281373086,-16.68300315470882,26.012588848343377,55.77135960204484,21.16455071704764,69.9697587790244,0.40594735836630846,Moyenne
14.656091898251297,-17.360927140182035,-66.65495813109031,-9.107542194080951,20.516180999032294,136.46736979153056,31.978334496017006,60.22723664850498,0.8119895765391063,Bonne
14.760611790387202,-17.40039098232961,-74.2156547559768,-11.505131247136806,27.473352157669368,149.7818943380453,36.64016399885364,56.390200974033625,0.8205664029657067,Bonne
14.773206737948863,-17.515230537417715,-108.32134891269482,-10.105473146083506,6.642980993731202,35.97578112448779,7.287030075523781,104.17854154682215,0.32532063524927146,Mauvaise
14.665039052628337,-17.471724341281792,-109.99962680360946,-16.249182462613042,12.612329586304007,49.01067080915029,6.887365029251398,92.03619122517608,0.3226365702233911,Mauvaise
14.677705907911385,-17.398120289513052,-109.91275195806114,-16.035557931266126,-4.507211785098827,2.329634616181358,4.370402270844574,96.13763295763513,0.12924501055985155,Mauvaise
14.661682175015539,-17.368614837065888,-103.26667663722543,-18.41903744286131,-4.7564844443848076,27.077182136079447,0.2,100.67064600863968,0.15954796603565427,Mauvaise
14.764075282248308,-17.35027998721007,-91.13839626022693,-14.491054507259783,3.404431715803197,53.6624628683352,13.806222904330061,90.98132162010411,0.37078329435941926,Mauvaise
14.774632135359711,-17.447687818572366,-96.24302397468364,-11.163574741328551,-1.4717481001320158,40.014729703422525,9.283724327115435,102.54804697493229,0.3154367289878791,Mauvaise
14.684033554973716,-17.385495036331612,-103.9823972891077,-6.988911204037397,4.107397877751376,36.57393136346638,10.461028510827434,103.9330686302566,0.36140760848303327,Mauvaise
14.6894658978916,-17.540673671444523,-86.34809079026913,-9.66301573557847,1.1965153084939093,69.86507015284255,12.766491718556791,93.52699283346382,0.4442217154912352,Moyenne
14.697147058973682,-17.492835050049006,-112.3278376641377,-12.90445147240348,-4.001799130647312,0.5,1.6976318519386058,112.5557037626776,0.14117647831538466,Mauvaise
14.715320288719495,-17.475697319330504,-103.932044330563,-5.656318398482071,26.82564512421173,64.70090580954604,26.814637280606643,67.11589567996941,0.623359630997734,Moyenne
14.73871992722384,-17.354895230943622,-99.85009861884696,-8.930567191938355,-4.7121904013887965,25.12298996847919,6.958826649687363,105.48943703017582,0.2750589711061784,Mauvaise
14.715570775823101,-17.54932127035703,-94.91615086806303,-5.977687159924301,20.76287505179799,89.91654368312982,29.51368375058932,70.33932393713367,0.6401940800539929,Moyenne
14.773630205617911,-17.488395852447482,-76.81532212338425,-11.61376837418968,0.3251760421830783,77.28245948107293,17.044842940838286,99.1183059285606,0.47153893934661645,Moyenne
14.662986149607795,-17.36391754807742,-109.01794198129022,-15.375340152896046,26.928036769986,84.38320607108992,23.885492580591727,66.68753522332818,0.5123315117218965,Moyenne
14.753818716595758,-17.488664352991197,-91.71710588725136,-18.26042639089389,26.247857885646003,106.07561715640203,26.55232656336394,60.28399479508444,0.5959194036487699,Moyenne
14.693482801805752,-17.504986646837086,-87.41719871258766,-8.834812079226094,17.886540122924007,88.6530557795701,26.232397508339133,70.02790001043333,0.6247752313979154,Moyenne
14.699081199451252,-17.403982297712805,-117.44522730040012,-17.30175802792252,18.52819524302118,24.796142842244716,16.86605642439649,93.29306945527975,0.2964015816624026,Mauvaise
14.742147827682329,-17.40093222140003,-86.58503314542088,-14.761148204192459,-4.813130031060901,47.28068571710096,8.74913782451518,92.83722034428912,0.3146706728897081,Mauvaise
14.770819024283668,-17.4555644234705,-110.62117319719897,-11.545407289625437,29.47050481397607,85.10868721077628,26.54578026331572,78.7275963575026,0.5591129660952938,Moyenne
14.743106101211964,-17.36061650602692,-116.42216238580963,-11.098167771083531,25.724141125153505,56.39422393309373,19.381593371926055,62.96512066227531,0.4819452239602005,Moyenne
14.750861874799321,-17.509458584091632,-67.81129545106667,-10.591835242180096,26.328717900553222,143.6047956437152,39.70912707878069,44.421115801583426,0.8572757268857575,Bonne
